date,day_of_week,month,is_weekend,is_festival,festival_name,store_id,store_name,store_locality,sku_id,product_name,category,mrp,sell_price,discount_pct,shelf_life_days,is_perishable,base_demand,demand_multiplier,units_sold,stock_ordered,waste_units,revenue,waste_cost
2024-02-13,1,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,45,49,4,1721.25,108.0
2024-02-14,2,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,37,35,0,1581.75,0.0
2024-02-15,3,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,42,42,0,1512.0,0.0
2024-02-16,4,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,44,51,7,1584.0,189.0
2024-02-17,5,2,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,2.1,116,129,13,4176.0,351.0
2024-02-18,6,2,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.4,121,133,12,5172.75,324.0
2024-02-19,0,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.2,42,58,16,1795.5,432.0
2024-02-20,1,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,50,57,7,2250.0,189.0
2024-02-21,2,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,45,57,12,2025.0,324.0
2024-02-22,3,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,43,41,0,1838.25,0.0
2024-02-23,4,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,52,67,15,1989.0,405.0
2024-02-24,5,2,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,2.1,116,138,22,4437.0,594.0
2024-02-25,6,2,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,2.4,131,142,11,5010.75,297.0
2024-02-26,0,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.2,50,58,8,1800.0,216.0
2024-02-27,1,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,45,59,14,2025.0,378.0
2024-02-28,2,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,50,62,12,2250.0,324.0
2024-02-29,3,2,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,55,68,13,1980.0,351.0
2024-03-01,4,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,44,56,12,1782.0,324.0
2024-03-02,5,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,2.1,97,92,0,3710.25,0.0
2024-03-03,6,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,2.4,96,93,0,4320.0,0.0
2024-03-04,0,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.2,47,64,17,1903.5,459.0
2024-03-05,1,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,53,73,20,2265.75,540.0
2024-03-06,2,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,57,65,8,2565.0,216.0
2024-03-07,3,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,47,62,15,1903.5,405.0
2024-03-08,4,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,55,72,17,1980.0,459.0
2024-03-09,5,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.1,106,127,21,4531.5,567.0
2024-03-10,6,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.4,104,113,9,4446.0,243.0
2024-03-11,0,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.2,60,70,10,2160.0,270.0
2024-03-12,1,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,59,80,21,2124.0,567.0
2024-03-13,2,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,47,49,2,2115.0,54.0
2024-03-14,3,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,59,56,0,2389.5,0.0
2024-03-15,4,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,29,38,9,1174.5,243.0
2024-03-16,5,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.1,113,115,2,4830.75,54.0
2024-03-17,6,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,2.4,116,155,39,5220.0,1053.0
2024-03-18,0,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.2,55,51,0,2103.75,0.0
2024-03-19,1,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,48,62,14,1728.0,378.0
2024-03-20,2,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,33,42,9,1410.75,243.0
2024-03-21,3,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,46,56,10,1656.0,270.0
2024-03-22,4,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,50,49,0,1800.0,0.0
2024-03-23,5,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,2.1,123,164,41,4704.75,1107.0
2024-03-24,6,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,2.4,106,146,40,3816.0,1080.0
2024-03-25,0,3,0,1,Holi,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.16,91,116,25,3890.25,675.0
2024-03-26,1,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,44,55,11,1683.0,297.0
2024-03-27,2,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,54,75,21,2187.0,567.0
2024-03-28,3,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,50,55,5,1800.0,135.0
2024-03-29,4,3,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,44,49,5,1881.0,135.0
2024-03-30,5,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,2.1,108,109,1,4374.0,27.0
2024-03-31,6,3,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,2.4,116,105,0,4176.0,0.0
2024-04-01,0,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.2,65,65,0,2778.75,0.0
2024-04-02,1,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,42,37,0,1890.0,0.0
2024-04-03,2,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,45,45,0,2025.0,0.0
2024-04-04,3,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,45,59,14,2025.0,378.0
2024-04-05,4,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,37,42,5,1498.5,135.0
2024-04-06,5,4,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.1,105,129,24,4488.75,648.0
2024-04-07,6,4,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,2.4,119,139,20,4284.0,540.0
2024-04-08,0,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.2,57,67,10,2436.75,270.0
2024-04-09,1,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,46,59,13,1759.5,351.0
2024-04-10,2,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,37,36,0,1665.0,0.0
2024-04-11,3,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,44,54,10,1782.0,270.0
2024-04-12,4,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,45,50,5,1721.25,135.0
2024-04-13,5,4,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,2.1,88,117,29,3960.0,783.0
2024-04-14,6,4,1,1,Baisakhi,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,2.7,126,155,29,5670.0,783.0
2024-04-15,0,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.2,61,56,0,2470.5,0.0
2024-04-16,1,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,61,79,18,2745.0,486.0
2024-04-17,2,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,49,50,1,2094.75,27.0
2024-04-18,3,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,49,57,8,2094.75,216.0
2024-04-19,4,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,47,52,5,1903.5,135.0
2024-04-20,5,4,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,2.1,71,80,9,3195.0,243.0
2024-04-21,6,4,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,2.4,114,127,13,4104.0,351.0
2024-04-22,0,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.2,58,55,0,2088.0,0.0
2024-04-23,1,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,65,85,20,2925.0,540.0
2024-04-24,2,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,46,62,16,1966.5,432.0
2024-04-25,3,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,50,49,0,1912.5,0.0
2024-04-26,4,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,47,53,6,1797.75,162.0
2024-04-27,5,4,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.1,83,112,29,3548.25,783.0
2024-04-28,6,4,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,2.4,134,145,11,5125.5,297.0
2024-04-29,0,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.2,64,66,2,2448.0,54.0
2024-04-30,1,4,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,53,55,2,1908.0,54.0
2024-05-01,2,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,1.0,41,50,9,1568.25,243.0
2024-05-02,3,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,58,56,0,2349.0,0.0
2024-05-03,4,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,37,37,0,1665.0,0.0
2024-05-04,5,5,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,2.1,109,129,20,3924.0,540.0
2024-05-05,6,5,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,2.4,153,142,0,6196.5,0.0
2024-05-06,0,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.2,49,45,0,1764.0,0.0
2024-05-07,1,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,43,48,5,1548.0,135.0
2024-05-08,2,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,48,46,0,1728.0,0.0
2024-05-09,3,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,44,41,0,1881.0,0.0
2024-05-10,4,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,36,33,0,1620.0,0.0
2024-05-11,5,5,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.1,101,124,23,4317.75,621.0
2024-05-12,6,5,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,2.4,96,105,9,3456.0,243.0
2024-05-13,0,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.2,61,62,1,2196.0,27.0
2024-05-14,1,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,41,37,0,1845.0,0.0
2024-05-15,2,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,59,65,6,2124.0,162.0
2024-05-16,3,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.0,42,49,7,1701.0,189.0
2024-05-17,4,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,45,61,16,1923.75,432.0
2024-05-18,5,5,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,2.1,113,139,26,4576.5,702.0
2024-05-19,6,5,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,38.25,15,4,1,48,2.4,93,94,1,3557.25,27.0
2024-05-20,0,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,40.5,10,4,1,48,1.2,59,56,0,2389.5,0.0
2024-05-21,1,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,57,64,7,2565.0,189.0
2024-05-22,2,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,36.0,20,4,1,48,1.0,36,32,0,1296.0,0.0
2024-05-23,3,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,45.0,0,4,1,48,1.0,49,68,19,2205.0,513.0
2024-05-24,4,5,0,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,1.0,49,45,0,2094.75,0.0
2024-05-25,5,5,1,0,none,MUM001,Andheri West,andheri,SKU-59696,Tomatoes 1kg,Fruits & Vegetables,45,42.75,5,4,1,48,2.1,112,129,17,4788.0,459.0
